a5037c2,Eric Brasil,Tue Apr 11 18:03:44 2023 -0300,'Criação do arquivo tabular com dados do log'
0f4bde9,Eric Brasil,Tue Apr 11 18:00:10 2023 -0300,'Inclusão da apresentação'
49fc794,Eric Brasil,Tue Apr 11 17:45:14 2023 -0300,'Criação de versão em docx da estrtutura'
3b10dc1,Eric Brasil,Tue Apr 11 10:00:44 2023 -0300,'Criação do arquivo com estrutura do workshop'
a718565,Eric Brasil,Tue Apr 11 09:36:56 2023 -0300,'Initial commit'
